Awards
"California Book Award for Young Adult (Silver) (2003), Maryland Black-Eyed Susan Book Award for Grade 6-9 (2006), Rhode Island Teen Book Award Nominee (2005), Dorothy Canfield Fisher Children's Book Award Nominee (2005), Child Magazine Best Book of the Year, Sunshine State Young Readers Award for Grades 3-5 and Grades 6-8 (2004), Charlie May Simon Children's Book Award Nominee (2006), New Mexico Land of Enchantment Award for Young Adult (2007), Judy Lopez Memorial Award for Children's Literature Nominee (2004), Chapman Award for Shared Reading Nominee for Fiction (2004), William Allen White Children's Book Award (2006), Washington State Sasquatch Award (2006), Bluestem Book Award Nominee (2019), Rebecca Caudill Young Readers' Book Award Nominee (2006)"
"Hugo Award Nominee for Best SF Novel (1970), Nebula Award Nominee for Best Novel (1969), National Book Award Finalist for Fiction (1970), Chicago Publishers' Award (1970)"
"Tähtivaeltaja Award Nominee (2014), Prix des libraires du Québec (2015), Bookworm Best Award for People's Pick (2013), Goodreads Choice Award Nominee for Science Fiction and for Goodreads Author (2012)"
""
"Golden Duck Award for Young Adult (Hal Clement Award) (2013), Kalbacher Klapperschlange for Altersgruppe 7. - 9. Klasse (2015), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2014), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Rhode Island Teen Book Award Nominee (2014), California Young Readers Medal for Young Adult (2016), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012), Rebecca Caudill Young Readers' Book Award Nominee (2016)"
""
""
"Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)"
"Prometheus Hall of Fame Award (1987), Retro Hugo Award Nominee for Best Novella (2014)"
""
""
"Locus Award Nominee for Best SF Novel (2011), Goodreads Choice Award Nominee for Favorite Book and for Science Fiction (2010)"
"Buxtehuder Bulle (2010), South Carolina Book Award Nominee for Young Adult Book (2009), Rhode Island Teen Book Award Nominee (2008), Evergreen Teen Book Award (2009), The Inky Awards Nominee for Silver Inky (2008), California Young Readers Medal Nominee for Young Adult (2009), Andre Norton Award Nominee (2006), Missouri Truman Readers Award (2009), Missouri Gateway Readers Award Nominee (2009), Rebecca Caudill Young Readers' Book Award Nominee (2009)"
"Guardian Children's Fiction Prize (2008), Manchester Book Award  Nominee for Longlist (2009), Odyssey Award Nominee (2011), James Tiptree Jr. Award (2008), Milwaukee County Teen Book Award Nominee (2010), Dioraphte Jongerenliteratuurprijs Nominee (2014), Carnegie Medal Nominee (2009), Green Mountain Book Award (2012)"
Arab American Book Award Nominee for Children's/Young Adult (2013)
Prometheus Hall of Fame Award (2008)
""
"Premio San Clemente for Novela Estranxeira (1999), International Dublin Literary Award Nominee (1999)"
Missouri Truman Readers Award Nominee (2011)
Hugo Award Nominee for Best Novel (1964)
"Hugo Award for Best Novel (1961), Locus Award for All-Time Best Novel (1975)"
"Georgia Peach Book Award Nominee for Honor book (2014), South Carolina Book Award for Young Adult (2016), Keystone to Reading Book Award Nominee for High School (2015), Evergreen Teen Book Award (2016), Milwaukee County Teen Book Award Nominee (2014), The Inky Awards Nominee for Silver Inky (2013), Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Best Young Adult Fantasy & Science Fiction (2013), Carnegie Medal Nominee (2014), Green Mountain Book Award Nominee (2015), Louisiana Teen Readers' Choice (2016), Missouri Gateway Readers Award (2016), Oklahoma Sequoyah Award for High School (2016), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2013)"
"Hugo Award for Best Novel (1985), Nebula Award for Best Novel (1984), Locus Award Nominee for Best First Novel and Best SF Novel (1985), British Science Fiction Association Award Nominee for Best Novel (1984), Philip K. Dick Award (1985), John W. Campbell Memorial Award Nominee (1985), Ditmar Award for Best International Long Fiction (1985), SF Chronicle Award for Novel (1985), Tähtivaeltaja Award (1992), Prix Aurora Award Nominee (1985), Seiun Award 星雲賞 for Best Translated Long Story (1987)"
"Arthur C. Clarke Award Nominee (1994), British Science Fiction Association Award Nominee (1993), Grand Prix de l'Imaginaire for Roman étranger (1997), Prometheus Award Nominee for Best Novel (1993), Washington State Book Award (1993), Seiun Award 星雲賞 Nominee for Best Foreign Novel (1999)"
"Rhode Island Teen Book Award Nominee (2013), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2011)"
""
"Prometheus Hall of Fame Award (1983), National Book Award Finalist for Fiction (1958)"
""
CYBILS Award Nominee for Fantasy & Science Fiction (Young Adult) (2011)
"Newbery Medal Nominee (2003), National Book Award for Young People's Literature (2002), Mythopoeic Fantasy Award Nominee for Children's Literature (2003), Buxtehuder Bulle (2003), Michael L. Printz Award Nominee (2003), South Carolina Book Award for Junior Book Award (2006), Grand Canyon Reader Award for Teen Book (2005), Rhode Island Teen Book Award (2004), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2005), Michigan Library Association Thumbs Up! Award Nominee (2003), Lincoln Award Nominee (2008), Missouri Gateway Readers Award Nominee (2005), Oklahoma Sequoyah Award for YA (2005)"
Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999)
"Rhode Island Teen Book Award Nominee (2013), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2011), Carnegie Medal Nominee (2012)"
International Fantasy Award Nominee for Fiction (1952)
"Hugo Award for Best Novel (1975), Nebula Award for Best Novel (1974), Prometheus Hall of Fame Award (1993), Locus Award for Best Novel (1975), Jupiter Award for Best Novel (1975), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1975), Ditmar Award Nominee for Best International Long Fiction (1975), Premi Ictineu for Millor novel·la traduïda (2019)"
"Georgia Peach Book Award Nominee for Honor book (2010), Goodreads Choice Award Nominee for Young Adult Series (2009)"
"Hugo Award for Best Novel (1963), Tähtivaeltaja Award (1993)"
"Nebula Award Nominee for Best Novel (1994), Locus Award Nominee for Best SF Novel (1995)"
"Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012)"
"Locus Award Nominee for Best SF Novel (2015), Arthur C. Clarke Award (2015), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (Best Foreign Work) (2016), PEN/Faulkner Award for Fiction Nominee (2015), Sunburst Award Nominee for Adult (2015), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015), British Fantasy Award Nominee for Best Horror Novel (August Derleth Award) (2015), NAIBA Book of the Year for Fiction (2015), Toronto Book Award Nominee (2015), The Great Michigan Read (2015), Women's Prize for Fiction Nominee for Longlist (2015), Andrew Carnegie Medal Nominee for Fiction (2015), National Book Award Finalist for Fiction (2014), Goodreads Choice Award Nominee for Fiction (2014), The Rooster -- The Morning News Tournament of Books (2015)"
"Golden Duck Award for Young Adult (Hal Clement Award) (2003), Los Angeles Times Book Prize for Young Adult Literature (2002), Boston Globe-Horn Book Award Nominee for Fiction (2003), National Book Award Finalist for Young People's Literature (2002), Margaret A. Edwards Award (2019)"
"Goodreads Choice Award for Debut Goodreads Author & Nominee for Young Adult Fantasy & Science Fiction (2014) and Nominee for Best of the Best  (2018), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2014)"
"RITA Award by Romance Writers of America for Best Young Adult Romance (2012), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)"
Złota Sepulka for Książka autora zagranicznego (1985)
""
Audie Award for Fiction (2012)
Analog Award Nominee for All-Time Best Book (1952)
"Bram Stoker Award for Best Novel (1987), World Fantasy Award Nominee for Best Novel (1988), Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1994)"
"Hugo Award Nominee for Best Novel (1986), Nebula Award Nominee for Best Novel (1985), Locus Award for Best Science Fiction Novel (1986), John W. Campbell Memorial Award for Best Science Fiction Novel (1986), SF Chronicle Award Nominee for Novel (1986)"
""
"Lincoln Award Nominee (2016), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)"
"Hugo Award for Best Novel (1976), Nebula Award for Best Novel (1975), Locus Award for Best Novel (1976), Ditmar Award for Best International Long Fiction (1976)"
""
"Mythopoeic Fantasy Award Nominee for Children’s Literature (2011), Milwaukee County Teen Book Award Nominee (2011), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2007), Carnegie Medal Nominee (2008)"
"Hugo Award for Best Novel (1996), Nebula Award Nominee for Best Novel (1996), Locus Award for Best Science Fiction Novel (1996), Arthur C. Clarke Award Nominee (1996), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1996), Prometheus Award Nominee for Best Novel (1996)"
"Locus Award Nominee for Best First Novel (2012), Sunburst Award Nominee for Young Adult (2012), Costa Book Award for Children's Book (2011), Teen Buckeye Book Award Nominee (2012), Milwaukee County Teen Book Award Nominee (2012), Amelia Elizabeth Walden Award Nominee (2012), CYBILS Award for Fantasy & Science Fiction (Young Adult) (2011), Carnegie Medal Nominee (2012), Sheila A. Egoff Children’s Literature Prize (2012), FAB Award (2013)"
"Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)"
"Locus Award Nominee for Best SF Novel (1978), British Science Fiction Association Award for Novel (1978), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978), Graoully d'Or for Roman étranger (1979), Tähtivaeltaja Award (1991)"
""
""
"Georgia Peach Book Award Nominee (2011), Rhode Island Teen Book Award Nominee (2012), Beehive Book Award Nominee (2012), Arkansas Teen Book Award Nominee (2012), CYBILS Award Nominee (2010)"
"Hugo Award for Best Novel (2010), Nebula Award for Best Novel (2009), Locus Award for Best First Novel (2010), Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2012), British Science Fiction Association Award Nominee for Novel (2010), John W. Campbell Memorial Award for Best Science Fiction Novel (2010), Compton Crook Award (2010), Grand Prix de l'Imaginaire for Roman étranger et Traduction (2013), Premio Ignotus for Mejor novela extranjera (2012), Prix Bob Morane for roman traduit (2013), Cena Akademie SFFH for Kniha roku (Book of the Year) (2011), Goodreads Choice Award Nominee for Science Fiction (2009), Prix Une autre Terre (2013)"
Hugo Award Nominee for Best Novel (1977)
Tähtivaeltaja Award (2008)
International Fantasy Award for Fiction (1951)
""
International Fantasy Award Nominee for Fiction (1953)
"Hugo Award for Best Novel (1962), Prometheus Hall of Fame Award (1987)"
""
"Hugo Award Nominee for Best Novel (2011), Locus Award Nominee for Best SF Novel (2011), Shirley Jackson Award Nominee for Novel (Finalist) (2010), Goodreads Choice Award for Science Fiction (2010)"
"Locus Award for Best Fantasy Novel (1992), Arthur C. Clarke Award Nominee (1998)"
"Locus Award for Best Young Adult Book (2011), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (2013), Golden Duck Award Nominee for Young Adult (Hal Clement Award) (2011), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2010), Michael L. Printz Award (2011), Rhode Island Teen Book Award Nominee (2012), Lincoln Award Nominee (2013), Andre Norton Award Nominee (2010), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2010), National Book Award Finalist for Young People's Literature (2010), Missouri Gateway Readers Award Nominee (2013)"
"Booker Prize Nominee (2004), Nebula Award Nominee for Best Novel (2004), Locus Award Nominee for Best SF Novel (2005), Arthur C. Clarke Award Nominee (2005), James Tait Black Memorial Prize Nominee for Fiction (2004), British Book Award for Best Read of the Year (2005), National Book Critics Circle Award Nominee for Fiction (2004), Geoffrey Faber Memorial Prize (2005), Tähtivaeltaja Award Nominee (2009), The Rooster -- The Morning News Tournament of Books (2005)"
"Arthur C. Clarke Award Nominee (2015), Audie Award for Paranormal (2015), British Fantasy Award Nominee for August Derleth Award (best horror novel) (2015), Tähtivaeltaja Award Nominee (2017), Goodreads Choice Award Nominee for Horror (2014), James Herbert Award Nominee (2015)"
""
"Golden Duck Award for Middle Grades (Eleanor Cameron Award) (2005), Evergreen Teen Book Award (2007), Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2007), Michigan Library Association Thumbs Up! Award Nominee (2005)"
""
"SCBWI Golden Kite Award Nominee for Fiction (2009), South Carolina Book Award Nominee for Young Adult Book Award (2010), Rhode Island Teen Book Award Nominee (2010), Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2010), Iowa High School Book Award Nominee (2011), California Young Readers Medal Nominee for Young Adult (2011), Andre Norton Award Nominee (2008), Missouri Truman Readers Award Nominee (2011)"
""
""
Hawthornden Prize (1934)
"Arthur C. Clarke Award Nominee (2013), The Center for Fiction First Novel Prize Nominee (2012), Andrew Carnegie Medal Nominee for Fiction (2013), Goodreads Choice Award Nominee for Fiction (2012), Prix Une autre Terre (2014)"
""
""
"Independent Publisher Book Award (IPPY) Nominee for Fiction (Finalist) (1997), James Tiptree Jr. Award Nominee for Longlist (1996)"
Retro Hugo Award Nominee for Best Novel (2004)
Locus Award Nominee for Best Illustrated or Art Book (2020)
"Canberra's Own Outstanding List (COOL) Awards for Section 3 Fiction for Older Readers - Joint Winner (1996), Books I Loved Best Yearly (BILBY) Awards for Older Readers  (1998), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (1995)"
""
"Pennsylvania Young Readers' Choice Award for Grades 6-8 (2002), Dorothy Canfield Fisher Children's Book Award Nominee (2000), Sunshine State Young Readers Award for Grades 6-8 (2001), California Young Readers Medal for Middle School/Junior High (2001), Bluestem Book Award Nominee (2018)"
""
"Retro Hugo Award for Best Novel for ""The Mule"" (1996)"
""
Prometheus Hall of Fame Award (1992)
""
Eurocon for Encouragement (2007)
Tähtivaeltaja Award Nominee (2010)
"Buxtehuder Bulle (2015), South Carolina Book Award for Young Adult (2017), California Young Readers Medal for Young Adult (2017), Lincoln Award (2017), Missouri Truman Readers Award Nominee (2018), Goodreads Choice Award for Debut Goodreads Author, and Nominee for Young Adult Fantasy & Science Fiction (2015)"
"Bram Stoker Award for Best Novel (2001), Hugo Award for Best Novel (2002), Nebula Award for Best Novel (2002), Locus Award for Best Fantasy Novel (2002), International Horror Guild Award Nominee for Best Novel (2001), World Fantasy Award Nominee for Best Novel (2002), SFX Award for Best Novel (2002), Geffen Award (2003), Mythopoeic Fantasy Award Nominee for Adult Literature (2002), British Science Fiction Association Award Nominee for Best Novel (2001), Grand Prix de l'Imaginaire Nominee for Roman étranger (2003), Prix Bob Morane for roman traduit (2003), British Fantasy Award Nominee for Best Novel (August Derlith Fantasy Award) (2002)"
""
""
""
Lincoln Award Nominee (2009)
""
Kodansha Manga Award for General Manga (1984)
"Golden Duck Award Nominee for Young Adult (Hal Clement Award) (2012), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Missouri Gateway Readers Award Nominee (2014)"
""
""
"Locus Award Nominee for Best Science Fiction Novel (2010), British Fantasy Award Nominee for Best Novel (2010), Goodreads Choice Award Nominee for Mystery/Thriller (2009)"
""
""
"Locus Award Nominee for Best Fantasy Novel (1991), World Fantasy Award Nominee for Best Novel (1991)"
"Bram Stoker Award Nominee for Best Novel (2010), Lincoln Award Nominee (2016), CYBILS Award for Young Adult Fantasy & Science Fiction (2010), Missouri Gateway Readers Award (2013)"
""
Nebula Award Nominee for Best Novel (1965)
"Hugo Award Nominee for Best Novel (2009), Nebula Award Nominee for Best Novel (2008), Locus Award Nominee for Best Young Adult Book (2009), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (Best Foreign Work) (2011), Golden Duck Award for Young Adult (Hal Clement Award) (2009), Sunburst Award for Young Adult Work (2009), John W. Campbell Memorial Award (2009), Emperor Norton Award (2008), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2013), Prometheus Award for Best Novel (2009), Sakura Medal Nominee for High School Book (2010), Florida Teens Read Nominee (2009), Lincoln Award Nominee (2013), White Pine Award (2009), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2011), Seiun Award 星雲賞 Nominee for Best Translated Long Form (2012)"
"Hugo Award for Best Novel (1966), Nebula Award for Best Novel (1965), Seiun Award 星雲賞 for Best Foreign Novel (1974)"
DABWAHA Romance Tournament for Best Novel with Romantic Elements/Crossover (2008)
""
""
""
"Whitbread Award Nominee for Children's Book (0), Rhode Island Teen Book Award Nominee (2006), Nestlé Smarties Book Prize for 9-11 years (2002), Lincoln Award Nominee (2006), North East Teenage Book Award Nominee (2003), Seiun Award 星雲賞 for Best Translated Long Form (2007)"
""
"Lambda Literary Award Nominee for Lesbian General Fiction (2012), Andrew Carnegie Medal Nominee for Fiction (2012), Goodreads Choice Award Nominee for Science Fiction (2011)"
ALA Alex Award (2013)
John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1986)
"Jane Addams Children's Book Award Nominee (1976), Edgar Award for Best Juvenile (1976)"
""
Prometheus Hall of Fame Award (1988)
"Audie Award Nominee for Solo Narration -- Female (2012), Milwaukee County Teen Book Award Nominee (2013), Lincoln Award Nominee (2014), Missouri Gateway Readers Award Nominee (2014)"
"Hugo Award for Best Novel (1993), Nebula Award for Best Novel (1992), Locus Award for Best Science Fiction Novel (1993), Arthur C. Clarke Award Nominee (1993), Mythopoeic Fantasy Award Nominee for Adult Literature (1993), Kurd-Laßwitz-Preis for Foreign Novel (1994)"
"Prix Masterton for Roman traduit (2010), Goodreads Choice Award Nominee for Fantasy (2009), Lord Ruthven Award for Fiction (2010)"
"Nebula Award Nominee for Best Novel (1982), John W. Campbell Memorial Award for Best Science Fiction Novel (1982), National Book Critics Circle Award Nominee for Fiction (1981)"
"Newbery Medal (1963), Dorothy Canfield Fisher Children's Book Award Nominee (1964), Oklahoma Sequoyah Award (1965), Margaret A. Edwards Award (1998)"
"Hugo Award Nominee for Best Novel (2010), Nebula Award Nominee for Best Novel (2009), Locus Award for Best Science Fiction Novel (2010)"
""
""
Golden Duck Award Nominee for Young Adult (Hal Clement Award) (1998)
Arthur C. Clarke Award (1994)
